0,91,52928,3460
0,97,17110,2840
0,499,11728,388800
0,53,32722,4267
0,46,30362,2763
0,61,36646,4038
0,34,13362,3672
0,27,11191,2620
0,35,18901,2635
0,35,19043,2962
1,91,56082,2974
1,24,20206,2562
1,21,18228,2332
1,34,20496,2506
1,47,28006,2862
1,43,11486,3288
1,24,10273,3348
1,27,11682,2523
1,34,18092,3771
1,47,16910,2775
2,81,69844,2467
2,28,23320,3412
2,27,22610,3693
2,31,26549,3687
2,41,20089,2948
2,35,18012,17646
2,130,25628,3536
2,29,11693,19970
2,26,10495,4263
2,53,12623,3498
3,84,69154,3523
3,26,21840,3388
3,31,26587,3588
3,47,42588,3314
3,93,15176,3619
3,56,33523,3861
3,33,14712,3313
3,128,32458,15186
3,53,21333,3828
3,77,36991,4129
4,76,62711,2704
4,26,21852,2563
4,28,23441,2711
4,20,16232,2497
4,65,17745,2576
4,56,32116,2627
4,43,22669,14783
4,77,38093,2483
4,61,22782,2217
4,42,21157,2394
5,98,70583,2521
5,20,15621,3082
5,29,24224,2695
5,29,24599,2874
5,48,24279,2593
5,81,23283,2429
5,40,21233,2538
5,57,23871,2694
5,78,38112,2581
5,47,23089,2500
6,66,53761,2247
6,22,18669,2110
6,32,28932,2350
6,22,19397,3075
6,49,30381,18446744073709551615
6,35,18700,18446744073709551615
6,33,18156,18446744073709551615
6,34,18334,18446744073709551615
6,32,16983,18446744073709551615
6,33,17378,18446744073709551615
7,60,48911,18446744073709551615
7,23,19403,18446744073709551615
7,22,18852,18446744073709551615
7,20,16756,18446744073709551615
7,47,17432,18446744073709551615
7,33,16798,18446744073709551615
7,30,16317,18446744073709551615
7,44,29163,18446744073709551615
7,31,15859,18446744073709551615
7,34,16218,18446744073709551615
8,58,46832,18446744073709551615
8,20,16653,18446744073709551615
8,26,22506,18446744073709551615
8,15,12609,18446744073709551615
8,34,16830,18446744073709551615
8,34,17408,18446744073709551615
8,31,16671,18446744073709551615
8,32,17182,18446744073709551615
8,32,16713,18446744073709551615
8,32,16783,18446744073709551615
9,58,46643,18446744073709551615
9,20,17109,18446744073709551615
9,20,16650,18446744073709551615
9,22,19052,18446744073709551615
9,36,18274,18446744073709551615
9,32,16930,18446744073709551615
9,31,16803,18446744073709551615
9,31,16183,18446744073709551615
9,44,28954,18446744073709551615
9,32,15832,18446744073709551615
